0;72971.82
1;159217.27
2;165088.15
3;197503.49
4;383184.12
5;543331.45
6;737732.1
7;1149632.8
8;1149891.12
9;1197191.76
10;1441610.76
11;1441629.55
12;1441629.9
13;1442440.47
