Generation;Best_Trader_Fitness
1;715636.44
2;715636.44
3;715636.44
4;715636.44
5;715636.44
6;715636.44
7;715636.44
8;919629.19
9;919629.19
10;919629.19
11;919629.19
12;919629.19
13;919629.19
14;919629.19
15;919629.19
16;919629.19
17;919629.19
18;919629.19
19;919629.19
20;919629.19
21;919629.19
22;919629.19
23;919629.19
24;919629.19
25;919629.19
26;919629.19
27;919629.19
28;919629.19
29;919629.19
30;919629.19
31;919629.19
32;919629.19
33;919629.19
34;919629.19
35;919629.19
36;919629.19
37;919629.19
38;919629.19
39;919629.19
40;919629.19
41;919629.19
42;919629.19
43;919629.19
44;919629.19
45;919629.19
46;919629.19
47;919629.19
48;919629.19
49;919629.19
50;919629.19
51;919629.19
52;919629.19
53;919629.19
54;919629.19
55;919629.19
56;919629.19
57;919629.19
58;919629.19
59;919629.19
60;919629.19
61;919629.19
62;919629.19
63;919629.19
64;919629.19
65;919629.19
66;919629.19
67;919629.19
68;919629.19
69;919629.19
70;919629.19
71;919629.19
72;919629.19
73;919629.19
74;919629.19
75;919629.19
76;919629.19
77;919629.19
78;919629.19
79;919629.19
80;919629.19
81;919629.19
82;919629.19
83;919629.19
84;919629.19
85;919629.19
86;919629.19
87;919629.19
88;919629.19
89;919629.19
90;919629.19
91;919629.19
92;919629.19
93;919629.19
94;919629.19
95;919629.19
96;919629.19
97;919629.19
98;919629.19
99;919629.19
100;919629.19
101;919629.19
102;919629.19
103;919629.19
104;919629.19
105;919629.19
106;919629.19
107;919629.19
108;919629.19
109;919629.19
110;919629.19
111;919629.19
112;919629.19
113;919629.19
114;919629.19
115;919629.19
116;919629.19
117;919629.19
118;919629.19
119;919629.19
120;919629.19
121;919629.19
122;919629.19
123;919629.19
124;919629.19
125;919629.19
126;919629.19
127;919629.19
128;919629.19
129;919629.19
130;919629.19
131;919629.19
132;919629.19
133;919629.19
134;919629.19
135;919629.19
136;919629.19
137;919629.19
138;919629.19
139;919629.19
140;919629.19
141;919629.19
142;919629.19
143;919629.19
144;919629.19
145;919629.19
146;919629.19
147;919629.19
148;919629.19
149;919629.19
150;919629.19
151;919629.19
152;919629.19
153;919629.19
154;919629.19
155;919629.19
156;919629.19
157;919629.19
158;919629.19
159;919629.19
160;919629.19
161;919629.19
162;919629.19
163;919629.19
164;919629.19
165;919629.19
166;919629.19
167;919629.19
168;919629.19
169;919629.19
170;919629.19
171;919629.19
172;919629.19
173;919629.19
174;919629.19
175;919629.19
176;919629.19
177;919629.19
178;919629.19
179;919629.19
180;919629.19
181;919629.19
182;919629.19
183;919629.19
184;919629.19
185;919629.19
186;919629.19
187;919629.19
188;919629.19
189;919629.19
190;919629.19
191;919629.19
192;919629.19
193;919629.19
194;919629.19
195;919629.19
196;919629.19
197;919629.19
198;919629.19
199;919629.19
200;919629.19
201;919629.19
202;919629.19
203;919629.19
204;919629.19
205;919629.19
206;919629.19
207;919629.19
208;919629.19
209;919629.19
210;919629.19
211;919629.19
212;919629.19
213;919629.19
214;919629.19
215;919629.19
216;919629.19
217;919629.19
218;919629.19
219;919629.19
220;919629.19
221;919629.19
222;919629.19
223;919629.19
224;919629.19
225;919629.19
226;919629.19
227;919629.19
228;919629.19
229;919629.19
230;919629.19
231;919629.19
232;919629.19
233;919629.19
234;919629.19
235;919629.19
236;919629.19
237;919629.19
238;919629.19
239;919629.19
240;919629.19
241;919629.19
242;919629.19
243;919629.19
244;919629.19
245;919629.19
246;919629.19
247;919629.19
248;919629.19
249;919629.19
250;919629.19
251;919629.19
252;919629.19
253;919629.19
254;919629.19
255;919629.19
256;919629.19
257;919629.19
258;919629.19
259;919629.19
260;919629.19
261;919629.19
262;919629.19
263;919629.19
264;919629.19
265;919629.19
266;919629.19
267;919629.19
268;919629.19
269;919629.19
270;919629.19
271;919629.19
272;919629.19
273;919629.19
274;919629.19
275;919629.19
276;919629.19
277;919629.19
278;919629.19
279;919629.19
280;919629.19
281;919629.19
282;919629.19
283;919629.19
284;919629.19
285;919629.19
286;919629.19
287;919629.19
288;919629.19
289;919629.19
290;919629.19
291;919629.19
292;919629.19
293;919629.19
294;919629.19
295;919629.19
296;919629.19
297;919629.19
298;919629.19
299;919629.19
300;919629.19
301;919629.19
302;919629.19
303;919629.19
304;919629.19
305;919629.19
306;919629.19
307;919629.19
308;919629.19
309;919629.19
310;919629.19
311;919629.19
312;919629.19
313;919629.19
314;919629.19
315;919629.19
316;919629.19
317;919629.19
318;919629.19
319;919629.19
320;919629.19
321;919629.19
322;919629.19
323;919629.19
324;919629.19
