0;65102.23
1;68738.12
2;87713.64
3;87802.91
4;87850.86
5;126777.49
6;127462.39
7;201693.43
8;327526.65
9;327533.04
10;327585.24
11;440378.38
12;440444.24
13;817225.39
14;817291.97
