0;35079.58
1;35301.21
2;61843.77
3;61868.89
4;67888.41
5;95385.96
6;110607.82
7;144734.01
8;146942.48
9;146958.52
10;159529.63
11;258027.19
12;258042.01
13;258066.3
14;304523.05
15;366329.98
16;554884.79
17;555149.72
