0;36665.62
1;57638.54
2;57760.1
3;80341.63
4;80499.21
5;108454.88
6;139237.85
7;142549.49
8;150535.04
9;151647.49
10;158690.45
11;160957.62
12;804463.84
13;815344.04
14;815879.06
15;849054.96
16;855793.86
17;864080.13
18;865719.43
19;867221.73
20;868488.9
