0;169047.74
1;489649.63
2;627177.64
3;631062.76
4;636594.13
5;641197.85
6;768833.65
7;774230.59
8;1009320.39
9;1012929.8
10;1030338.06
11;1034202.94
12;1092715.8
13;1096433.12
14;1108907.92
15;1115510.19
16;1118877.68
17;1121598.08
18;1192842.32
19;1247422.95
20;1253870.54
21;1254054.12
22;1329273.19
23;1331603.82
24;1345764.83
