0;664396.3
1;672940.11
2;770563.84
3;777307.97
4;893469.0
5;911723.72
6;930653.75
7;951088.03
8;1260442.27
9;1268178.66
10;1283960.52
11;1299754.01
12;1380403.33
13;1396580.82
14;1412166.89
15;1434295.74
16;1516944.64
17;1540899.82
18;1578557.86
19;1596722.14
20;1602883.91
21;1611675.6
